Id,Report Source,Category,Created at local,Closed at local,Status,Address,smell description,URL,Latitude,Longitude,Export tagged places,date,time,Day,Month,Year,Hour,Month_name,Date & time (hour rounded),epoch time,date & time,smell value,zipcode,symptoms,additional comments,smell_type
7492122,Android,Odor,3/2/20 6:44,3/2/20 8:38,Archived,181 Brackett St,Worst stink from tanks. I have chronic lung condition. I am in severe pulmonary distress after a ten minute walk with my dogs. Enough  empty rhetoric already. What's the status of monitoring vs. remediation vs. holding company liable?,https://crm.seeclickfix.com/#/organizations/611/issues/7492122,43.65125742,-70.26734971,City Council District 2,3/2/20,6:44:00,2,3,2020,6,Mar,3/2/20 6:00,,,,,,,petroleum
7492187,Portal,Odor,3/2/20 7:09,3/2/20 8:38,Archived,15 Thomas St,,https://crm.seeclickfix.com/#/organizations/611/issues/7492187,43.647399,-70.270398,City Council District 2,3/2/20,7:09:00,2,3,2020,7,Mar,3/2/20 7:00,,,,,,,no description provided
7497351,Web - Desktop,Odor,3/3/20 7:38,3/3/20 8:20,Archived,Cumberland Ave & Myrtle St,It is warmer and more humid than normal and the heavy smell of crude oil from South Portland is smothering in downtown Portland. ,https://crm.seeclickfix.com/#/organizations/611/issues/7497351,43.66026841,-70.25769743,City Council District 1,3/3/20,7:38:00,3,3,2020,7,Mar,3/3/20 7:00,,,,,,,petroleum
7514195,Android,Odor,3/6/20 7:29,3/6/20 8:43,Archived,25 Cushman St,"again
Lewis Cushman Reiche at least",https://crm.seeclickfix.com/#/organizations/611/issues/7514195,43.6494485,-70.2686259,City Council District 2,3/6/20,7:29:00,6,3,2020,7,Mar,3/6/20 7:00,,,,,,,petroleum
7522526,iPhone,Odor,3/8/20 18:34,3/9/20 10:06,Archived,55 Bowdoin St,Petrochemical/VOC odor,https://crm.seeclickfix.com/#/organizations/611/issues/7522526,43.6471178,-70.27484833,City Council District 2,3/8/20,18:34:00,8,3,2020,18,Mar,3/8/20 18:00,,,,,,,petroleum
7532672,Web - Desktop,Odor,3/10/20 18:52,3/11/20 10:15,Archived,2-40 Myrtle St,Smells of the South Portland oil tanks on Congress Street near City Hall,https://crm.seeclickfix.com/#/organizations/611/issues/7532672,43.6597324,-70.2571714,City Council District 1,3/10/20,18:52:00,10,3,2020,18,Mar,3/10/20 18:00,,,,,,,petroleum
7538921,Portal,Odor,3/11/20 18:22,3/12/20 8:39,Archived,305 Danforth St,Strong odor of petroleum.,https://crm.seeclickfix.com/#/organizations/611/issues/7538921,43.646445,-70.268247,City Council District 2,3/11/20,18:22:00,11,3,2020,18,Mar,3/11/20 18:00,,,,,,,petroleum
7539102,Web - Mobile,Odor,3/11/20 19:27,3/12/20 8:39,Archived,151 Vaughan St,Strong smell of gas or asphalt at 7:25pm.,https://crm.seeclickfix.com/#/organizations/611/issues/7539102,43.64947564,-70.27287096,City Council District 2,3/11/20,19:27:00,11,3,2020,19,Mar,3/11/20 19:00,,,,,,,petroleum
7539121,Android,Odor,3/11/20 19:36,3/12/20 8:39,Archived,11 Lewis St,"usual, but at night",https://crm.seeclickfix.com/#/organizations/611/issues/7539121,43.6497706,-70.2688534,City Council District 2,3/11/20,19:36:00,11,3,2020,19,Mar,3/11/20 19:00,,,,,,,petroleum
7543660,Portal,Odor,3/12/20 15:37,3/15/20 22:35,Archived,48 Western Promenade,"Again, major fumes from So Portland tanks drifting to western peninsula, 3/10/2020.",https://crm.seeclickfix.com/#/organizations/611/issues/7543660,43.64410428,-70.27421951,City Council District 2,3/12/20,15:37:00,12,3,2020,15,Mar,3/12/20 15:00,,,,,,,petroleum
7554412,Android,Odor,3/16/20 8:54,3/18/20 8:28,Archived,117a West St,"Weyer Prom at West Street at 8:30 am today.
usual stink",https://crm.seeclickfix.com/#/organizations/611/issues/7554412,43.65086443,-70.27569875,City Council District 2,3/16/20,8:54:00,16,3,2020,8,Mar,3/16/20 8:00,,,,,,,petroleum
7554424,Android,Odor,3/16/20 8:57,3/18/20 8:27,Archived,59 Carleton St,"West Street corner Carleton.
",https://crm.seeclickfix.com/#/organizations/611/issues/7554424,43.65154683,-70.27057372,City Council District 2,3/16/20,8:57:00,16,3,2020,8,Mar,3/16/20 8:00,,,,,,,petroleum
7560630,Portal,Odor,3/17/20 17:51,3/18/20 8:25,Archived,25 Clifford St,Constant - most of the day,https://crm.seeclickfix.com/#/organizations/611/issues/7560630,43.64694474,-70.27143002,City Council District 2,3/17/20,17:51:00,17,3,2020,17,Mar,3/17/20 17:00,,,,,,,petroleum
7562568,Android,Odor,3/18/20 7:58,3/18/20 8:26,Archived,25 Cushman St,usual source. stinks,https://crm.seeclickfix.com/#/organizations/611/issues/7562568,43.6494485,-70.2686259,City Council District 2,3/18/20,7:58:00,18,3,2020,7,Mar,3/18/20 7:00,,,,,,,petroleum
7566599,iPhone,Odor,3/19/20 6:58,3/20/20 8:03,Archived,52 Bowdoin St,,https://crm.seeclickfix.com/#/organizations/611/issues/7566599,43.64676941,-70.27462992,City Council District 2,3/19/20,6:58:00,19,3,2020,6,Mar,3/19/20 6:00,,,,,,,no description provided
7571927,iPhone,Odor,3/20/20 15:23,3/20/20 15:26,Archived,44 Bowdoin St,,https://crm.seeclickfix.com/#/organizations/611/issues/7571927,43.64667774,-70.2743265,City Council District 2,3/20/20,15:23:00,20,3,2020,15,Mar,3/20/20 15:00,,,,,,,no description provided
7576805,iPhone,Odor,3/22/20 18:22,3/23/20 8:36,Archived,Franklin St,Natural gas leak smell,https://crm.seeclickfix.com/#/organizations/611/issues/7576805,43.66053148,-70.25453924,City Council District 1,3/22/20,18:22:00,22,3,2020,18,Mar,3/22/20 18:00,,,,,,,petroleum
7599065,Android,Odor,3/28/20 8:40,3/31/20 8:49,Archived,200 Vaughan St,Vaughn@West. Even Corona won't stop their venting,https://crm.seeclickfix.com/#/organizations/611/issues/7599065,43.65101944,-70.27324956,City Council District 2,3/28/20,8:40:00,28,3,2020,8,Mar,3/28/20 8:00,,,,,,,petroleum
7599473,iPhone,Odor,3/28/20 12:19,3/31/20 8:48,Archived,1–39 Chadwick St,Petroleum VOC,https://crm.seeclickfix.com/#/organizations/611/issues/7599473,43.64695171,-70.27454516,City Council District 2,3/28/20,12:19:00,28,3,2020,12,Mar,3/28/20 12:00,,,,,,,petroleum
7629162,iPhone,Odor,4/5/20 14:15,4/6/20 9:15,Archived,387 Danforth St,Strong petroleum smell with south western Beeze.  ,https://crm.seeclickfix.com/#/organizations/611/issues/7629162,43.64455104,-70.27151215,City Council District 2,4/5/20,14:15:00,5,4,2020,14,Apr,4/5/20 14:00,,,,,,,petroleum
7644670,iPhone,Odor,4/8/20 20:13,4/9/20 4:53,Archived,132 Brackett St,Oil/ash smell is back in the neighborhood tonight. Please add to DEP tracking. Thanks.,https://crm.seeclickfix.com/#/organizations/611/issues/7644670,43.65027169,-70.26716966,City Council District 2,4/8/20,20:13:00,8,4,2020,20,Apr,4/8/20 20:00,,,,,,,petroleum
7658949,iPhone,Odor,4/12/20 13:49,4/13/20 6:58,Archived,25 Vaughan St,,https://crm.seeclickfix.com/#/organizations/611/issues/7658949,43.64527993,-70.27240592,City Council District 2,4/12/20,13:49:00,12,4,2020,13,Apr,4/12/20 13:00,,,,,,,no description provided
7659216,iPhone,Odor,4/12/20 16:22,4/13/20 6:57,Archived,16 Chadwick St,Petrochemical/VOC odor from SoPo tank farms. Quite unpleasant. ,https://crm.seeclickfix.com/#/organizations/611/issues/7659216,43.64734127,-70.27491706,City Council District 2,4/12/20,16:22:00,12,4,2020,16,Apr,4/12/20 16:00,,,,,,,petroleum
7668699,iPhone,Odor,4/14/20 21:07,4/15/20 8:49,Archived,140 Park St,There’s a heavy smell of oil in the west end this evening.  Assume this is from the ongoing issues with the South Portland tanks.,https://crm.seeclickfix.com/#/organizations/611/issues/7668699,43.65300096,-70.26417213,City Council District 2,4/14/20,21:07:00,14,4,2020,21,Apr,4/14/20 21:00,,,,,,,petroleum
7668702,iPhone,Odor,4/14/20 21:09,4/15/20 8:50,Archived,132 Brackett St,Oil odor again tonight.,https://crm.seeclickfix.com/#/organizations/611/issues/7668702,43.65015796,-70.26697963,City Council District 2,4/14/20,21:09:00,14,4,2020,21,Apr,4/14/20 21:00,,,,,,,petroleum
7668740,iPhone,Odor,4/14/20 21:38,4/15/20 8:50,Archived,20–98 Fletcher St,Petro odor is headache inducing,https://crm.seeclickfix.com/#/organizations/611/issues/7668740,43.64604288,-70.27100205,City Council District 2,4/14/20,21:38:00,14,4,2020,21,Apr,4/14/20 21:00,,,,,,,petroleum
7687804,iPhone,Odor,4/19/20 16:03,4/20/20 12:18,Archived,389 Danforth St,,https://crm.seeclickfix.com/#/organizations/611/issues/7687804,43.6445541,-70.27160477,City Council District 2,4/19/20,16:03:00,19,4,2020,16,Apr,4/19/20 16:00,,,,,,,no description provided
7687928,iPhone,Odor,4/19/20 16:55,4/20/20 12:18,Archived,1–19 Vaughan St,,https://crm.seeclickfix.com/#/organizations/611/issues/7687928,43.64485988,-70.27242963,City Council District 2,4/19/20,16:55:00,19,4,2020,16,Apr,4/19/20 16:00,,,,,,,no description provided
7688079,iPhone,Odor,4/19/20 18:20,4/20/20 12:19,Archived,414 Danforth St,Oil smell from South Portland,https://crm.seeclickfix.com/#/organizations/611/issues/7688079,43.6437174,-70.27259,City Council District 2,4/19/20,18:20:00,19,4,2020,18,Apr,4/19/20 18:00,,,,,,,petroleum
7688249,Android,Odor,4/19/20 20:01,4/20/20 12:18,Archived,331 Spring St,petrol smell,https://crm.seeclickfix.com/#/organizations/611/issues/7688249,43.6472885,-70.2699633,City Council District 2,4/19/20,20:01:00,19,4,2020,20,Apr,4/19/20 20:00,,,,,,,petroleum
7715796,iPhone,Odor,4/25/20 16:34,4/27/20 8:51,Archived,125 Western Promenade,Strong petrochemical odor. Another pleasant afternoon marred by the SoPo tank farms.,https://crm.seeclickfix.com/#/organizations/611/issues/7715796,43.64609558,-70.27580247,City Council District 2,4/25/20,16:34:00,25,4,2020,16,Apr,4/25/20 16:00,,,,,,,petroleum
7751625,iPhone,Odor,5/3/20 9:04,5/4/20 6:46,Archived,55 Bowdoin St,Tank farm whiff...yet again. Aren’t these companies supposed to be taking abatement measures?,https://crm.seeclickfix.com/#/organizations/611/issues/7751625,43.64685796,-70.2749311,City Council District 2,5/3/20,9:04:00,3,5,2020,9,May,5/3/20 9:00,,,,,,,petroleum
7751961,iPhone,Odor,5/3/20 11:37,5/4/20 6:46,Archived,380 Danforth St,Pungent petro smell.  Southwest breeze.  Great Eastern tanker at Global Oil facility.  See screen shot of vessel tracker.   ,https://crm.seeclickfix.com/#/organizations/611/issues/7751961,43.6445117,-70.2708504,City Council District 2,5/3/20,11:37:00,3,5,2020,11,May,5/3/20 11:00,,,,,,,petroleum
7752308,Web - Mobile,Odor,5/3/20 13:22,5/4/20 6:46,Archived,255 Western Promenade,Bad chemical odor for the last couple of hours.  ,https://crm.seeclickfix.com/#/organizations/611/issues/7752308,43.65120082,-70.2758503,City Council District 2,5/3/20,13:22:00,3,5,2020,13,May,5/3/20 13:00,,,,,,,petroleum
7752484,iPhone,Odor,5/3/20 14:24,5/4/20 6:46,Archived,467 Danforth St,Oil smell,https://crm.seeclickfix.com/#/organizations/611/issues/7752484,43.6440556,-70.27485099,City Council District 2,5/3/20,14:24:00,3,5,2020,14,May,5/3/20 14:00,,,,,,,petroleum
7775811,iPhone,Odor,5/7/20 16:36,5/8/20 8:51,Archived,25 Vaughan St,,https://crm.seeclickfix.com/#/organizations/611/issues/7775811,43.64514412,-70.27237025,City Council District 2,5/7/20,16:36:00,7,5,2020,16,May,5/7/20 16:00,,,,,,,no description provided
7776217,iPhone,Odor,5/7/20 18:46,5/7/20 18:58,Archived,380 Danforth St,,https://crm.seeclickfix.com/#/organizations/611/issues/7776217,43.6445117,-70.2708504,City Council District 2,5/7/20,18:46:00,7,5,2020,18,May,5/7/20 18:00,,,,,,,no description provided
7776649,Portal,Odor,5/7/20 21:02,5/7/20 21:05,Archived,305 Danforth St,Strong petroleum odor tonight.,https://crm.seeclickfix.com/#/organizations/611/issues/7776649,43.646445,-70.268247,City Council District 2,5/7/20,21:02:00,7,5,2020,21,May,5/7/20 21:00,,,,,,,petroleum
7776709,iPhone,Odor,5/7/20 21:37,5/8/20 8:42,Archived,414 Danforth St,,https://crm.seeclickfix.com/#/organizations/611/issues/7776709,43.6437174,-70.27259,City Council District 2,5/7/20,21:37:00,7,5,2020,21,May,5/7/20 21:00,,,,,,,no description provided
7790906,Portal,Odor,5/11/20 14:05,5/11/20 14:37,Archived,Western Prom,Very strong petroleum odor since this morning. Finally began to abate around noon. This is a frequent occurrence in this neighborhood. I imagine it’s coming from the tankers that are carrying petroleum or perhaps something to do with Sprague or perhaps Global.  ,https://crm.seeclickfix.com/#/organizations/611/issues/7790906,43.64433621,-70.27372599,City Council District 2,5/11/20,14:05:00,11,5,2020,14,May,5/11/20 14:00,,,,,,,petroleum
7792240,Portal,Odor,5/11/20 19:05,5/12/20 8:57,Archived,217 Vaughan St,Fuel smell from tank farms. Opened my window and I can smell it in the house. ,https://crm.seeclickfix.com/#/organizations/611/issues/7792240,43.651611,-70.272972,City Council District 2,5/11/20,19:05:00,11,5,2020,19,May,5/11/20 19:00,,,,,,,petroleum
7809832,iPhone,Odor,5/14/20 17:59,5/15/20 7:59,Archived,55 Bowdoin St,So Po tank farm whiff...again ,https://crm.seeclickfix.com/#/organizations/611/issues/7809832,43.64693221,-70.27495493,City Council District 2,5/14/20,17:59:00,14,5,2020,17,May,5/14/20 17:00,,,,,,,petroleum
7810373,iPhone,Odor,5/14/20 21:05,5/15/20 7:59,Archived,25 Vaughan St,,https://crm.seeclickfix.com/#/organizations/611/issues/7810373,43.64513969,-70.27237719,City Council District 2,5/14/20,21:05:00,14,5,2020,21,May,5/14/20 21:00,,,,,,,no description provided
7810384,iPhone,Odor,5/14/20 21:13,5/15/20 7:59,Archived,132 Brackett St,More oil smell in neighborhood tonight :(,https://crm.seeclickfix.com/#/organizations/611/issues/7810384,43.65011721,-70.26686657,City Council District 2,5/14/20,21:13:00,14,5,2020,21,May,5/14/20 21:00,,,,,,,petroleum
7810523,iPhone,Odor,5/14/20 22:00,5/15/20 7:58,Archived,380 Danforth St,Pure tar smell.  Overwhelming.  Image of tanker in harbor.  Southwest breeze.  ,https://crm.seeclickfix.com/#/organizations/611/issues/7810523,43.64460499,-70.27112305,City Council District 2,5/14/20,22:00:00,14,5,2020,22,May,5/14/20 22:00,,,,,,,petroleum
7810547,Web - Mobile,Odor,5/14/20 22:17,5/15/20 7:58,Archived,Cushman St & Emery St,Really bad tar and fuel smell in the air for the last hour or so,https://crm.seeclickfix.com/#/organizations/611/issues/7810547,43.64890457,-70.26975632,City Council District 2,5/14/20,22:17:00,14,5,2020,22,May,5/14/20 22:00,,,,,,,petroleum
7823753,Portal,Odor,5/17/20 14:25,5/17/20 22:45,Archived,33 Storer St,Strong petroleum odor widely in the neighborhood.  (This is my first report -- I know others have reported before.)  This is NOT a natural gas smell.  I believe it's probably coming up from the Fore River fuel tankers.   ,https://crm.seeclickfix.com/#/organizations/611/issues/7823753,43.64685228,-70.26973303,City Council District 2,5/17/20,14:25:00,17,5,2020,14,May,5/17/20 14:00,,,,,,,petroleum
7823825,iPhone,Odor,5/17/20 14:49,5/17/20 22:45,Archived,71 Bowdoin St,SoPo Tank whiff,https://crm.seeclickfix.com/#/organizations/611/issues/7823825,43.647042,-70.27527418,City Council District 2,5/17/20,14:49:00,17,5,2020,14,May,5/17/20 14:00,,,,,,,petroleum
7824125,iPhone,Odor,5/17/20 16:56,5/17/20 22:45,Archived,414 Danforth St,Oil smell on breeze from South Portland,https://crm.seeclickfix.com/#/organizations/611/issues/7824125,43.6437174,-70.27259,City Council District 2,5/17/20,16:56:00,17,5,2020,16,May,5/17/20 16:00,,,,,,,petroleum
7842918,Web - Desktop,Odor,5/20/20 7:12,5/20/20 7:16,Archived,389 Congress St,There is an odor of crude oil in downtown. ,https://crm.seeclickfix.com/#/organizations/611/issues/7842918,43.65905896,-70.25739694,City Council District 1,5/20/20,7:12:00,20,5,2020,7,May,5/20/20 7:00,,,,,,,petroleum
7846198,Web - Mobile,Odor,5/20/20 16:51,5/20/20 16:52,Archived,Vaughan St,I can smell the tank farm in my house. Windows open on a nice day. Portland needs to get this fixed already. ,https://crm.seeclickfix.com/#/organizations/611/issues/7846198,43.64883362,-70.27323725,City Council District 2,5/20/20,16:51:00,20,5,2020,16,May,5/20/20 16:00,,,,,,,petroleum
7846765,Portal,Odor,5/20/20 19:20,5/27/20 9:07,Archived,89 West St,The tank farm smell today has carried up the hill enough that I've had a headache and had to close my house windows on a nice day. We shouldn't have to be closing our windows because of the horrid fumes from south portland. It's the second nice day of the season. ,https://crm.seeclickfix.com/#/organizations/611/issues/7846765,43.65100054,-70.27382446,City Council District 2,5/20/20,19:20:00,20,5,2020,19,May,5/20/20 19:00,,,,,,,petroleum
7852204,Web - Mobile,Odor,5/21/20 13:52,5/27/20 9:07,Archived,Bowdoin St,Fuel oil small. ,https://crm.seeclickfix.com/#/organizations/611/issues/7852204,43.64682327,-70.27393725,City Council District 2,5/21/20,13:52:00,21,5,2020,13,May,5/21/20 13:00,,,,,,,petroleum
7854200,Web - Mobile,Odor,5/21/20 22:16,5/27/20 9:07,Archived,High St,,https://crm.seeclickfix.com/#/organizations/611/issues/7854200,43.65445375,-70.26381335,City Council District 1,5/21/20,22:16:00,21,5,2020,22,May,5/21/20 22:00,,,,,,,no description provided
7854453,Portal,Odor,5/21/20 23:31,5/27/20 9:07,Archived,11 Carleton St,,https://crm.seeclickfix.com/#/organizations/611/issues/7854453,43.65008647,-70.27040005,City Council District 2,5/21/20,23:31:00,21,5,2020,23,May,5/21/20 23:00,,,,,,,no description provided
7856896,Web - Mobile,Odor,5/22/20 9:24,5/27/20 9:06,Archived,Blyth Ct & West St,"Very strong oil vapor at 7:45 am.
When will City act on behalf of us old folks with lung disease and asthmatics? Enough City Council and city manager double-talk. “Type of Ofor” box below not working!!!!!",https://crm.seeclickfix.com/#/organizations/611/issues/7856896,43.6507697,-70.26919842,City Council District 2,5/22/20,9:24:00,22,5,2020,9,May,5/22/20 9:00,,,,,,,petroleum
7859254,Web - Mobile,Odor,5/22/20 16:49,5/27/20 9:04,Archived,138 Neal St,Reeks of oil or tar,https://crm.seeclickfix.com/#/organizations/611/issues/7859254,43.65180049,-70.27220249,City Council District 2,5/22/20,16:49:00,22,5,2020,16,May,5/22/20 16:00,,,,,,,petroleum
7868733,Web - Mobile,Odor,5/25/20 8:58,5/27/20 9:01,Archived,Chadwick St,,https://crm.seeclickfix.com/#/organizations/611/issues/7868733,43.64974477,-70.27454686,City Council District 2,5/25/20,8:58:00,25,5,2020,8,May,5/25/20 8:00,,,,,,,no description provided
7874453,iPhone,Odor,5/26/20 12:22,5/27/20 9:01,Archived,32 Thomas St,Stinks like oil,https://crm.seeclickfix.com/#/organizations/611/issues/7874453,43.64817533,-70.27070099,City Council District 2,5/26/20,12:22:00,26,5,2020,12,May,5/26/20 12:00,,,,,,,petroleum
7875319,iPhone,Odor,5/26/20 14:05,5/27/20 9:01,Archived,28 Bowdoin St,,https://crm.seeclickfix.com/#/organizations/611/issues/7875319,43.64628791,-70.27364382,City Council District 2,5/26/20,14:05:00,26,5,2020,14,May,5/26/20 14:00,,,,,,,no description provided
7891734,iPhone,Odor,5/27/20 11:31,5/28/20 9:14,Archived,West Street At Chadwick Portland ,Tanks being vented. Every day it seems. City Hall needs to wake up and smell it,https://crm.seeclickfix.com/#/organizations/611/issues/7891734,43.6508294,-70.2745237,City Council District 2,5/27/20,11:31:00,27,5,2020,11,May,5/27/20 11:00,,,,,,,petroleum
7894224,iPhone,Odor,5/27/20 17:54,5/28/20 9:14,Archived,18 Marshall St,I have a headache in my own house from the tank farm odor. This has to stop. What is city hall doing?????,https://crm.seeclickfix.com/#/organizations/611/issues/7894224,43.65149109,-70.27241937,City Council District 2,5/27/20,17:54:00,27,5,2020,17,May,5/27/20 17:00,,,,,,,petroleum
7895215,iPhone,Odor,5/27/20 21:52,5/28/20 9:14,Archived,132 Brackett St,,https://crm.seeclickfix.com/#/organizations/611/issues/7895215,43.65013493,-70.26684421,City Council District 2,5/27/20,21:52:00,27,5,2020,21,May,5/27/20 21:00,,,,,,,no description provided
7895351,iPhone,Odor,5/27/20 22:20,5/28/20 9:14,Archived,13 West St,Dangerously high level of fumes/odor/VOC emissions coming from nearby oil storage tanks,https://crm.seeclickfix.com/#/organizations/611/issues/7895351,43.65095013,-70.26960159,City Council District 2,5/27/20,22:20:00,27,5,2020,22,May,5/27/20 22:00,,,,,,,petroleum
7895352,Web - Mobile,Odor,5/27/20 22:20,5/28/20 9:01,Archived,380 Danforth St,It smells absolutely rancid around the west end tonight. I can taste it it’s so gross. It’s ridiculous that no one can get these fuel companies to get their odors under control. I’m very concerned about what my children are breathing!!,https://crm.seeclickfix.com/#/organizations/611/issues/7895352,43.644645,-70.270803,City Council District 2,5/27/20,22:20:00,27,5,2020,22,May,5/27/20 22:00,,,,,,,petroleum
7895463,iPhone,Odor,5/27/20 22:50,5/28/20 9:01,Archived,25 Vaughan St,,https://crm.seeclickfix.com/#/organizations/611/issues/7895463,43.64508012,-70.2723466,City Council District 2,5/27/20,22:50:00,27,5,2020,22,May,5/27/20 22:00,,,,,,,no description provided
7897428,Web - Desktop,Odor,5/28/20 4:57,5/28/20 9:01,Archived,99 Exchange St,It's really humid and the smell of fuel oil is polluting the air downtown. ,https://crm.seeclickfix.com/#/organizations/611/issues/7897428,43.65856278,-70.25550807,City Council District 1,5/28/20,4:57:00,28,5,2020,4,May,5/28/20 4:00,,,,,,,petroleum
7899801,Portal,Odor,5/28/20 11:28,5/29/20 9:38,Archived,4 Orchard St,In the last two weeks there have been obnoxious industrial odors when the wind blows toward the West End. I thought the city was regulating the discharge.,https://crm.seeclickfix.com/#/organizations/611/issues/7899801,43.64559,-70.270767,City Council District 2,5/28/20,11:28:00,28,5,2020,11,May,5/28/20 11:00,,,,,,,petroleum
7900600,iPhone,Odor,5/28/20 13:09,5/29/20 9:38,Archived,Neal St,Have the misters been installed on the fuel tanks?  Are they working?  Is the city checking?  Will anyone report something that’s not just the auto reply I always see?  You are ruining what would be an otherwise beautiful May with your inaction. ,https://crm.seeclickfix.com/#/organizations/611/issues/7900600,43.64624579,-70.2715107,City Council District 2,5/28/20,13:09:00,28,5,2020,13,May,5/28/20 13:00,,,,,,,petroleum
7901121,Web - Mobile,Odor,5/28/20 14:33,5/29/20 9:38,Archived,Western Prom,Odor continues with no response but the auto reply.  We need to email Maine Department of Environmental Protection MEDEP who are receiving comments about Global’s operating permit and asking that they support methodology of the EPA. Air-Global.DEP@maine.gov,https://crm.seeclickfix.com/#/organizations/611/issues/7901121,43.64478095,-70.2730608,City Council District 2,5/28/20,14:33:00,28,5,2020,14,May,5/28/20 14:00,,,,,,,petroleum
7905856,iPhone,Odor,5/29/20 7:43,5/29/20 9:38,Archived,Western Promenade Portland Maine,,https://crm.seeclickfix.com/#/organizations/611/issues/7905856,43.65024227,-70.27613205,City Council District 2,5/29/20,7:43:00,29,5,2020,7,May,5/29/20 7:00,,,,,,,no description provided
7906871,iPhone,Odor,5/29/20 10:08,6/3/20 8:43,Archived,189 Anderson St,,https://crm.seeclickfix.com/#/organizations/611/issues/7906871,43.66920566,-70.25555898,City Council District 1,5/29/20,10:08:00,29,5,2020,10,May,5/29/20 10:00,,,,,,,no description provided
