Id,Report Source,Category,Created at local,Closed at local,Status,Address,Description,URL,Lat,Lng,Export tagged places
7715796,iPhone,Odor,04/25/2020 - 04:34PM,04/27/2020 - 08:51AM,Archived,125 Western Promenade,Strong petrochemical odor. Another pleasant afternoon marred by the SoPo tank farms.,https://crm.seeclickfix.com/#/organizations/611/issues/7715796,43.64609558,-70.27580247,City Council District 2
7751625,iPhone,Odor,05/03/2020 - 09:04AM,05/04/2020 - 06:46AM,Archived,55 Bowdoin St,Tank farm whiff...yet again. Aren’t these companies supposed to be taking abatement measures?,https://crm.seeclickfix.com/#/organizations/611/issues/7751625,43.64685796,-70.2749311,City Council District 2
7751961,iPhone,Odor,05/03/2020 - 11:37AM,05/04/2020 - 06:46AM,Archived,380 Danforth St,Pungent petro smell.  Southwest breeze.  Great Eastern tanker at Global Oil facility.  See screen shot of vessel tracker.   ,https://crm.seeclickfix.com/#/organizations/611/issues/7751961,43.6445117,-70.2708504,City Council District 2
7752308,Web - Mobile,Odor,05/03/2020 - 01:22PM,05/04/2020 - 06:46AM,Archived,255 Western Promenade,Bad chemical odor for the last couple of hours.  ,https://crm.seeclickfix.com/#/organizations/611/issues/7752308,43.65120082,-70.2758503,City Council District 2
7752484,iPhone,Odor,05/03/2020 - 02:24PM,05/04/2020 - 06:46AM,Archived,467 Danforth St,Oil smell,https://crm.seeclickfix.com/#/organizations/611/issues/7752484,43.6440556,-70.27485099,City Council District 2
7775811,iPhone,Odor,05/07/2020 - 04:36PM,05/08/2020 - 08:51AM,Archived,25 Vaughan St,,https://crm.seeclickfix.com/#/organizations/611/issues/7775811,43.64514412,-70.27237025,City Council District 2
7776217,iPhone,Odor,05/07/2020 - 06:46PM,05/07/2020 - 06:58PM,Archived,380 Danforth St,,https://crm.seeclickfix.com/#/organizations/611/issues/7776217,43.6445117,-70.2708504,City Council District 2
7776649,Portal,Odor,05/07/2020 - 09:02PM,05/07/2020 - 09:05PM,Archived,305 Danforth St,Strong petroleum odor tonight.,https://crm.seeclickfix.com/#/organizations/611/issues/7776649,43.646445,-70.268247,City Council District 2
7776709,iPhone,Odor,05/07/2020 - 09:37PM,05/08/2020 - 08:42AM,Archived,414 Danforth St,,https://crm.seeclickfix.com/#/organizations/611/issues/7776709,43.6437174,-70.27259,City Council District 2
7790906,Portal,Odor,05/11/2020 - 02:05PM,05/11/2020 - 02:37PM,Archived,Western Prom,Very strong petroleum odor since this morning. Finally began to abate around noon. This is a frequent occurrence in this neighborhood. I imagine it’s coming from the tankers that are carrying petroleum or perhaps something to do with Sprague or perhaps Global.  ,https://crm.seeclickfix.com/#/organizations/611/issues/7790906,43.64433621,-70.27372599,City Council District 2
7792240,Portal,Odor,05/11/2020 - 07:05PM,05/12/2020 - 08:57AM,Archived,217 Vaughan St,Fuel smell from tank farms. Opened my window and I can smell it in the house. ,https://crm.seeclickfix.com/#/organizations/611/issues/7792240,43.651611,-70.272972,City Council District 2
7809832,iPhone,Odor,05/14/2020 - 05:59PM,05/15/2020 - 07:59AM,Archived,55 Bowdoin St,So Po tank farm whiff...again ,https://crm.seeclickfix.com/#/organizations/611/issues/7809832,43.64693221,-70.27495493,City Council District 2
7810373,iPhone,Odor,05/14/2020 - 09:05PM,05/15/2020 - 07:59AM,Archived,25 Vaughan St,,https://crm.seeclickfix.com/#/organizations/611/issues/7810373,43.64513969,-70.27237719,City Council District 2
7810384,iPhone,Odor,05/14/2020 - 09:13PM,05/15/2020 - 07:59AM,Archived,132 Brackett St,More oil smell in neighborhood tonight :(,https://crm.seeclickfix.com/#/organizations/611/issues/7810384,43.65011721,-70.26686657,City Council District 2
7810523,iPhone,Odor,05/14/2020 - 10:00PM,05/15/2020 - 07:58AM,Archived,380 Danforth St,Pure tar smell.  Overwhelming.  Image of tanker in harbor.  Southwest breeze.  ,https://crm.seeclickfix.com/#/organizations/611/issues/7810523,43.64460499,-70.27112305,City Council District 2
7810547,Web - Mobile,Odor,05/14/2020 - 10:17PM,05/15/2020 - 07:58AM,Archived,Cushman St & Emery St,Really bad tar and fuel smell in the air for the last hour or so,https://crm.seeclickfix.com/#/organizations/611/issues/7810547,43.64890457,-70.26975632,City Council District 2
7823753,Portal,Odor,05/17/2020 - 02:25PM,05/17/2020 - 10:45PM,Archived,33 Storer St,Strong petroleum odor widely in the neighborhood.  (This is my first report -- I know others have reported before.)  This is NOT a natural gas smell.  I believe it's probably coming up from the Fore River fuel tankers.   ,https://crm.seeclickfix.com/#/organizations/611/issues/7823753,43.64685228,-70.26973303,City Council District 2
7823825,iPhone,Odor,05/17/2020 - 02:49PM,05/17/2020 - 10:45PM,Archived,71 Bowdoin St,SoPo Tank whiff,https://crm.seeclickfix.com/#/organizations/611/issues/7823825,43.647042,-70.27527418,City Council District 2
7824125,iPhone,Odor,05/17/2020 - 04:56PM,05/17/2020 - 10:45PM,Archived,414 Danforth St,Oil smell on breeze from South Portland,https://crm.seeclickfix.com/#/organizations/611/issues/7824125,43.6437174,-70.27259,City Council District 2
7842918,Web - Desktop,Odor,05/20/2020 - 07:12AM,05/20/2020 - 07:16AM,Archived,389 Congress St,There is an odor of crude oil in downtown. ,https://crm.seeclickfix.com/#/organizations/611/issues/7842918,43.65905896,-70.25739694,City Council District 1
7846198,Web - Mobile,Odor,05/20/2020 - 04:51PM,05/20/2020 - 04:52PM,Archived,Vaughan St,I can smell the tank farm in my house. Windows open on a nice day. Portland needs to get this fixed already. ,https://crm.seeclickfix.com/#/organizations/611/issues/7846198,43.64883362,-70.27323725,City Council District 2
7846765,Portal,Odor,05/20/2020 - 07:20PM,05/27/2020 - 09:07AM,Archived,89 West St,The tank farm smell today has carried up the hill enough that I've had a headache and had to close my house windows on a nice day. We shouldn't have to be closing our windows because of the horrid fumes from south portland. It's the second nice day of the season. ,https://crm.seeclickfix.com/#/organizations/611/issues/7846765,43.65100054,-70.27382446,City Council District 2
7852204,Web - Mobile,Odor,05/21/2020 - 01:52PM,05/27/2020 - 09:07AM,Archived,Bowdoin St,Fuel oil small. ,https://crm.seeclickfix.com/#/organizations/611/issues/7852204,43.64682327,-70.27393725,City Council District 2
7854200,Web - Mobile,Odor,05/21/2020 - 10:16PM,05/27/2020 - 09:07AM,Archived,High St,,https://crm.seeclickfix.com/#/organizations/611/issues/7854200,43.65445375,-70.26381335,City Council District 1
7854453,Portal,Odor,05/21/2020 - 11:31PM,05/27/2020 - 09:07AM,Archived,11 Carleton St,,https://crm.seeclickfix.com/#/organizations/611/issues/7854453,43.65008647,-70.27040005,City Council District 2
7856896,Web - Mobile,Odor,05/22/2020 - 09:24AM,05/27/2020 - 09:06AM,Archived,Blyth Ct & West St,"Very strong oil vapor at 7:45 am.
When will City act on behalf of us old folks with lung disease and asthmatics? Enough City Council and city manager double-talk. “Type of Ofor” box below not working!!!!!",https://crm.seeclickfix.com/#/organizations/611/issues/7856896,43.6507697,-70.26919842,City Council District 2
7859254,Web - Mobile,Odor,05/22/2020 - 04:49PM,05/27/2020 - 09:04AM,Archived,138 Neal St,Reeks of oil or tar,https://crm.seeclickfix.com/#/organizations/611/issues/7859254,43.65180049,-70.27220249,City Council District 2
7868733,Web - Mobile,Odor,05/25/2020 - 08:58AM,05/27/2020 - 09:01AM,Archived,Chadwick St,,https://crm.seeclickfix.com/#/organizations/611/issues/7868733,43.64974477,-70.27454686,City Council District 2
7874453,iPhone,Odor,05/26/2020 - 12:22PM,05/27/2020 - 09:01AM,Archived,32 Thomas St,Stinks like oil,https://crm.seeclickfix.com/#/organizations/611/issues/7874453,43.64817533,-70.27070099,City Council District 2
7875319,iPhone,Odor,05/26/2020 - 02:05PM,05/27/2020 - 09:01AM,Archived,28 Bowdoin St,,https://crm.seeclickfix.com/#/organizations/611/issues/7875319,43.64628791,-70.27364382,City Council District 2
7891734,iPhone,Odor,05/27/2020 - 11:31AM,05/28/2020 - 09:14AM,Archived,West Street At Chadwick Portland ,Tanks being vented. Every day it seems. City Hall needs to wake up and smell it,https://crm.seeclickfix.com/#/organizations/611/issues/7891734,43.6508294,-70.2745237,City Council District 2
7894224,iPhone,Odor,05/27/2020 - 05:54PM,05/28/2020 - 09:14AM,Archived,18 Marshall St,I have a headache in my own house from the tank farm odor. This has to stop. What is city hall doing?????,https://crm.seeclickfix.com/#/organizations/611/issues/7894224,43.65149109,-70.27241937,City Council District 2
7895215,iPhone,Odor,05/27/2020 - 09:52PM,05/28/2020 - 09:14AM,Archived,132 Brackett St,,https://crm.seeclickfix.com/#/organizations/611/issues/7895215,43.65013493,-70.26684421,City Council District 2
7895351,iPhone,Odor,05/27/2020 - 10:20PM,05/28/2020 - 09:14AM,Archived,13 West St,Dangerously high level of fumes/odor/VOC emissions coming from nearby oil storage tanks,https://crm.seeclickfix.com/#/organizations/611/issues/7895351,43.65095013,-70.26960159,City Council District 2
7895352,Web - Mobile,Odor,05/27/2020 - 10:20PM,05/28/2020 - 09:01AM,Archived,380 Danforth St,It smells absolutely rancid around the west end tonight. I can taste it it’s so gross. It’s ridiculous that no one can get these fuel companies to get their odors under control. I’m very concerned about what my children are breathing!!,https://crm.seeclickfix.com/#/organizations/611/issues/7895352,43.644645,-70.270803,City Council District 2
7895463,iPhone,Odor,05/27/2020 - 10:50PM,05/28/2020 - 09:01AM,Archived,25 Vaughan St,,https://crm.seeclickfix.com/#/organizations/611/issues/7895463,43.64508012,-70.2723466,City Council District 2
7897428,Web - Desktop,Odor,05/28/2020 - 04:57AM,05/28/2020 - 09:01AM,Archived,99 Exchange St,It's really humid and the smell of fuel oil is polluting the air downtown. ,https://crm.seeclickfix.com/#/organizations/611/issues/7897428,43.65856278,-70.25550807,City Council District 1
7899801,Portal,Odor,05/28/2020 - 11:28AM,05/29/2020 - 09:38AM,Archived,4 Orchard St,In the last two weeks there have been obnoxious industrial odors when the wind blows toward the West End. I thought the city was regulating the discharge.,https://crm.seeclickfix.com/#/organizations/611/issues/7899801,43.64559,-70.270767,City Council District 2
7900600,iPhone,Odor,05/28/2020 - 01:09PM,05/29/2020 - 09:38AM,Archived,Neal St,Have the misters been installed on the fuel tanks?  Are they working?  Is the city checking?  Will anyone report something that’s not just the auto reply I always see?  You are ruining what would be an otherwise beautiful May with your inaction. ,https://crm.seeclickfix.com/#/organizations/611/issues/7900600,43.64624579,-70.2715107,City Council District 2
7901121,Web - Mobile,Odor,05/28/2020 - 02:33PM,05/29/2020 - 09:38AM,Archived,Western Prom,Odor continues with no response but the auto reply.  We need to email Maine Department of Environmental Protection MEDEP who are receiving comments about Global’s operating permit and asking that they support methodology of the EPA. Air-Global.DEP@maine.gov,https://crm.seeclickfix.com/#/organizations/611/issues/7901121,43.64478095,-70.2730608,City Council District 2
7905856,iPhone,Odor,05/29/2020 - 07:43AM,05/29/2020 - 09:38AM,Archived,Western Promenade Portland Maine,,https://crm.seeclickfix.com/#/organizations/611/issues/7905856,43.65024227,-70.27613205,City Council District 2
7906871,iPhone,Odor,05/29/2020 - 10:08AM,06/03/2020 - 08:43AM,Archived,189 Anderson St,,https://crm.seeclickfix.com/#/organizations/611/issues/7906871,43.66920566,-70.25555898,City Council District 1
7931013,iPhone,Odor,06/02/2020 - 06:13PM,06/03/2020 - 08:25AM,Archived,381 Danforth St,Heavy oil/fuel smell,https://crm.seeclickfix.com/#/organizations/611/issues/7931013,43.6449091,-70.2712738,City Council District 2
7931027,iPhone,Odor,06/02/2020 - 06:16PM,06/03/2020 - 08:25AM,Archived,381 Danforth St,Oil fumes,https://crm.seeclickfix.com/#/organizations/611/issues/7931027,43.64477812,-70.27132663,City Council District 2
7931364,Web - Desktop,Odor,06/02/2020 - 07:50PM,06/03/2020 - 08:25AM,Archived,1-99 Wilmot St,"It rained lightly and for a moment it smelled fresh and clean, but then the heavy, dirty stench of crude oil settled over downtown. ",https://crm.seeclickfix.com/#/organizations/611/issues/7931364,43.66191193,-70.25662422,City Council District 1
7931890,iPhone,Odor,06/02/2020 - 10:31PM,06/03/2020 - 08:25AM,Archived,132 Brackett St,Extreme South Portland oil facility smell.,https://crm.seeclickfix.com/#/organizations/611/issues/7931890,43.65017424,-70.26715887,City Council District 2
7947329,iPhone,Odor,06/05/2020 - 04:48AM,06/05/2020 - 10:27AM,Archived,High And York St. ,Odor from the oil tanks ,https://crm.seeclickfix.com/#/organizations/611/issues/7947329,43.6511867,-70.2581265,City Council District 2
7947979,Portal,Odor,06/05/2020 - 07:38AM,06/05/2020 - 10:27AM,Archived,394 Danforth St,,https://crm.seeclickfix.com/#/organizations/611/issues/7947979,43.644357,-70.271406,City Council District 2
7948656,Web - Desktop,Odor,06/05/2020 - 09:42AM,06/05/2020 - 10:27AM,Archived,284 Cumberland Ave,The air is very humid and it smelled fresh until about 30 minutes ago when the stench of the heavy crude from the South Portland oil tanks came in.  ,https://crm.seeclickfix.com/#/organizations/611/issues/7948656,43.65917858,-70.25896331,City Council District 1
7948743,Web - Desktop,Odor,06/05/2020 - 09:51AM,06/05/2020 - 10:27AM,Archived,192 Brackett St,"There is a thick smell of oil from the South Portland containers this morning.  This odor has been a frequent occurrence over the last few weeks.  It seems to be worse on humid or overcast days/nights.  

I have lived in the west end for nearly 20 years and I don't remember the odors being this bad until the last couple years, and recently it has seemed worse than ever.  What's going on?  I thought the EPA and the state were cracking down on the vapors, but it doesn't seem to be improving.  

At best the odor is annoying, but sometimes it actually feels like my nose and throat are being irritated by the fumes.  I implore city officials to work with any stakeholders to eliminate this problem. ",https://crm.seeclickfix.com/#/organizations/611/issues/7948743,43.65074738,-70.26787164,City Council District 2
7959676,Portal,Odor,06/07/2020 - 10:26PM,06/08/2020 - 09:43AM,Archived,231 Western Promenade,,https://crm.seeclickfix.com/#/organizations/611/issues/7959676,43.65024299,-70.2755928,City Council District 2
7960837,Android,Odor,06/08/2020 - 08:07AM,06/08/2020 - 09:43AM,Archived,105 West St,Venting of oil tanks AS USUAL,https://crm.seeclickfix.com/#/organizations/611/issues/7960837,43.6508325,-70.2745389,City Council District 2
7964317,Web - Desktop,Odor,06/08/2020 - 03:56PM,08/21/2020 - 10:35AM,Archived,75 State St,"Engines of trucks belonging to Lucas arborists, who are removing trees from the property of 75 State Street, have been idling for hours on the property of the facility, in violation of Portland's air quality ordinances.  They are creating an environmental hazard; there is a detectable exhaust odor inside buildings around the 75 State Street property.",https://crm.seeclickfix.com/#/organizations/611/issues/7964317,43.650864,-70.2622125,City Council District 2
7973745,Portal,Odor,06/09/2020 - 10:50PM,06/10/2020 - 11:03AM,Archived,230 Spring St,I keep smelling a fuel odor almost every night here in the West End. It sometimes limits my time I spend outside as it’s pungent and makes me nauseous. I’ve seen some say it’s from Sprague/Oil/Gas companies around not managing their sites properly. Make these companies liable and accountable!,https://crm.seeclickfix.com/#/organizations/611/issues/7973745,43.649361,-70.265916,City Council District 2
7992620,iPhone,Odor,06/12/2020 - 07:52AM,06/12/2020 - 08:51AM,Archived,High And York Street,Can smell the smell from the oil tanks again. ,https://crm.seeclickfix.com/#/organizations/611/issues/7992620,43.6511867,-70.2581265,City Council District 2
8017658,iPhone,Odor,06/16/2020 - 09:10PM,06/17/2020 - 08:29AM,Archived,166 Brackett St,Oil tanks odor.,https://crm.seeclickfix.com/#/organizations/611/issues/8017658,43.65030409,-70.26732669,City Council District 2
8017703,iPhone,Odor,06/16/2020 - 09:22PM,06/17/2020 - 08:29AM,Archived,380 Danforth St,Headache enducing petro smell.  Had to close windows.  Children coughing.  Throat sore.  Sad To know that this report will result in no action.  Screen shot of Great Eastern tanker in port.  Southern breeze.  ,https://crm.seeclickfix.com/#/organizations/611/issues/8017703,43.64456967,-70.27099032,City Council District 2
8017718,Web - Mobile,Odor,06/16/2020 - 09:29PM,06/17/2020 - 08:29AM,Archived,2-28 Storer St,Fumes ,https://crm.seeclickfix.com/#/organizations/611/issues/8017718,43.64602601,-70.26941299,City Council District 2
8017739,Portal,Odor,06/16/2020 - 09:36PM,06/17/2020 - 08:29AM,Archived,394 Danforth St,,https://crm.seeclickfix.com/#/organizations/611/issues/8017739,43.64436019,-70.27140319,City Council District 2
8018537,iPhone,Odor,06/17/2020 - 12:58AM,06/17/2020 - 08:29AM,Archived,High Street And York Street,Strong smell from fuel tanks again. ,https://crm.seeclickfix.com/#/organizations/611/issues/8018537,43.6511867,-70.2581265,City Council District 2
8019954,iPhone,Odor,06/17/2020 - 06:37AM,06/17/2020 - 08:28AM,Archived,97 Salem St,Oil smell from tankers on fire river,https://crm.seeclickfix.com/#/organizations/611/issues/8019954,43.64607719,-70.26543967,City Council District 2
8023260,Portal,Odor,06/17/2020 - 03:07PM,06/18/2020 - 07:12AM,Archived,49 Walton St,"I have no idea what the smell is, but it has been so foul that we can't open the windows or sit outside.",https://crm.seeclickfix.com/#/organizations/611/issues/8023260,43.67823934,-70.28293185,City Council District 4
8031526,Portal,Odor,06/18/2020 - 07:57PM,06/19/2020 - 07:40AM,Archived,100-154 W Commercial St,394 danfoth,https://crm.seeclickfix.com/#/organizations/611/issues/8031526,43.64312524,-70.27173042,City Council District 2
8031758,iPhone,Odor,06/18/2020 - 09:20PM,06/19/2020 - 07:40AM,Archived,132 Brackett St,"SoPo fumes again tonight, coming in the house with a window open.",https://crm.seeclickfix.com/#/organizations/611/issues/8031758,43.64993912,-70.26706112,City Council District 2
